"GroupID","SubjectID","TimePoint","Score"
1,1,1,2.13587655025048
1,1,2,4.47219912445446
1,1,3,6.11465361117351
1,1,4,7.64176023634879
1,1,5,10.1225275290033
1,1,6,11.8886208086289
1,1,7,13.7885312684966
1,1,8,16.0664245367624
1,1,9,17.3284550570113
1,2,1,2.01153794444767
1,2,2,3.33516994071198
1,2,3,5.04316929313582
1,2,4,6.17134358737846
1,2,5,7.66884199995767
1,2,6,9.3523346215305
1,2,7,10.504460064558
1,2,8,12.1429783210889
1,2,9,12.8756556974733
1,3,1,1.23215844731253
1,3,2,3.56386540108507
1,3,3,5.38275646001113
1,3,4,6.49189133093714
1,3,5,9.05778849110717
1,3,6,10.9469195360244
1,3,7,12.7081104298248
1,3,8,14.6886292207384
1,3,9,16.6260921933954
1,4,1,1.56806439949894
1,4,2,3.24383612021973
1,4,3,5.2289563658124
1,4,4,7.03889557233811
1,4,5,8.80958269872316
1,4,6,11.068912278622
1,4,7,13.046154061355
1,4,8,14.5207732830141
1,4,9,16.9179483787644
1,5,1,1.47459753809719
1,5,2,2.53547452555643
1,5,3,3.64893201324675
1,5,4,4.70659704677505
1,5,5,5.87810552061713
1,5,6,6.97377905017875
1,5,7,8.16754634812933
1,5,8,9.00784596387115
1,5,9,10.2583559596723
1,6,1,2.6942564775657
1,6,2,4.03390540958183
1,6,3,5.70465738683778
1,6,4,7.71485392822451
1,6,5,9.32833657013398
1,6,6,11.0640655565111
1,6,7,12.6206295201632
1,6,8,13.9503255478298
1,6,9,16.0613337829332
1,7,1,1.54675871109298
1,7,2,2.95826346097944
1,7,3,4.41594586310646
1,7,4,5.45868771700714
1,7,5,7.11986980747476
1,7,6,8.37356067152683
1,7,7,9.73900377447318
1,7,8,10.8284655756061
1,7,9,12.2750916374508
1,8,1,0.171311656301967
1,8,2,2.3341167924155
1,8,3,3.62448975606141
1,8,4,5.24303057486391
1,8,5,6.85095903534912
1,8,6,8.64222993233579
1,8,7,10.0686227042049
1,8,8,11.9320576737385
1,8,9,13.5121300210485
1,9,1,2.68809154259081
1,9,2,4.25602454447736
1,9,3,5.50091803079538
1,9,4,6.57650392334734
1,9,5,7.79774488233149
1,9,6,9.14964015371043
1,9,7,10.7632804673523
1,9,8,11.919279348248
1,9,9,12.9516301885544
1,10,1,1.3388089112943
1,10,2,2.67256444456499
1,10,3,4.06367384306263
1,10,4,5.8820740154679
1,10,5,7.95628849612309
1,10,6,8.97310892056393
1,10,7,10.6996112082341
1,10,8,11.9908834486597
1,10,9,13.7164238509211
1,11,1,0.58847393832241
1,11,2,2.15477088700783
1,11,3,3.78301744545793
1,11,4,5.04513603941992
1,11,5,6.65244804630871
1,11,6,8.00840000156906
1,11,7,9.20872715627362
1,11,8,10.5213235814654
1,11,9,12.2648433639905
1,12,1,1.41260502700248
1,12,2,3.14168214812642
1,12,3,4.15325182401335
1,12,4,5.58594760511633
1,12,5,7.0912015790507
1,12,6,8.56339292771464
1,12,7,9.48448894056866
1,12,8,11.2687100165053
1,12,9,11.9795334078794
1,13,1,0.977338440638963
1,13,2,2.22861331692443
1,13,3,3.52144450594038
1,13,4,4.93825935342803
1,13,5,6.0583315941224
1,13,6,7.88193118437464
1,13,7,9.10405167898063
1,13,8,10.2594046451334
1,13,9,11.4591607688885
1,14,1,2.81467422437588
1,14,2,5.10655627230157
1,14,3,7.63656414761799
1,14,4,9.60106255494987
1,14,5,11.9127041265375
1,14,6,14.2949628605599
1,14,7,16.4382531561318
1,14,8,18.3986682212525
1,14,9,21.2396598369856
1,15,1,0.979909894006477
1,15,2,2.84305535437032
1,15,3,4.72556835539536
1,15,4,6.673632622239
1,15,5,8.70330611481204
1,15,6,10.3531321281118
1,15,7,12.3306179788417
1,15,8,14.5772795242504
1,15,9,16.3261292059156
1,16,1,3.20644830695539
1,16,2,5.14236706089229
1,16,3,7.06762405930839
1,16,4,9.28649364621345
1,16,5,11.2293522285816
1,16,6,13.1052640688276
1,16,7,15.5007295014754
1,16,8,16.7802212576959
1,16,9,18.9973138772975
1,17,1,2.59614614288253
1,17,2,4.11438203923656
1,17,3,5.72729383775815
1,17,4,7.81644028862754
1,17,5,8.6985103967129
1,17,6,10.4972215817704
1,17,7,12.290918481934
1,17,8,13.402202405783
1,17,9,15.5286138807231
1,18,1,2.62523955622178
1,18,2,4.34858825712215
1,18,3,5.23895400953498
1,18,4,6.69536515337445
1,18,5,8.51877428420424
1,18,6,9.64560370789169
1,18,7,11.2479674200698
1,18,8,13.0265956103096
1,18,9,14.3415445664451
1,19,1,-0.662464822108734
1,19,2,0.961780856008599
1,19,3,2.7604470847111
1,19,4,4.17305827060663
1,19,5,6.03180149325587
1,19,6,7.30071216565709
1,19,7,9.4317107004279
1,19,8,11.1079445654546
1,19,9,12.5277628803527
1,20,1,2.72690689775811
1,20,2,3.87276835394103
1,20,3,5.13895655110093
1,20,4,6.61705430610506
1,20,5,7.69561460744436
1,20,6,9.62174128947879
1,20,7,10.8621490256434
1,20,8,11.9896000111292
1,20,9,13.4952182445056
1,21,1,1.9862834674945
1,21,2,3.82099709546757
1,21,3,5.1363621040336
1,21,4,7.32471681988016
1,21,5,8.50434790828412
1,21,6,10.5405118989884
1,21,7,12.8609262907978
1,21,8,14.1683712989829
1,21,9,16.1654038581479
1,22,1,3.17485101698204
1,22,2,4.97902166577284
1,22,3,7.29655575321301
1,22,4,8.988013937896
1,22,5,10.3686485748319
1,22,6,11.9950985339207
1,22,7,14.0538605538302
1,22,8,16.1801143507496
1,22,9,17.9315797582529
1,23,1,2.12086616259423
1,23,2,3.41174153050508
1,23,3,4.65694322927243
1,23,4,6.60061258575905
1,23,5,8.17442184302545
1,23,6,9.62646197204401
1,23,7,10.820478048342
1,23,8,12.4672342953689
1,23,9,13.9167332555917
1,24,1,-0.600774283701432
1,24,2,1.06739244197839
1,24,3,2.57337631268166
1,24,4,3.98882718882818
1,24,5,5.56707954641533
1,24,6,6.72062618468945
1,24,7,8.06915461981922
1,24,8,9.30734908689008
1,24,9,11.2971051647951
1,25,1,-1.13458209947451
1,25,2,0.824406758511835
1,25,3,2.1978620030672
1,25,4,3.923560578183
1,25,5,5.47025951915993
1,25,6,6.93477146618982
1,25,7,8.34710186730024
1,25,8,10.1273322019432
1,25,9,11.4386275544393
1,26,1,0.985184676894695
1,26,2,1.99369018422012
1,26,3,3.05894196542904
1,26,4,4.16885796396372
1,26,5,5.56141549825604
1,26,6,6.33407925923721
1,26,7,7.49994430667579
1,26,8,8.79819833227508
1,26,9,9.95321516169464
1,27,1,0.508960335957918
1,27,2,2.05281612749434
1,27,3,3.60371892296497
1,27,4,5.30159789627081
1,27,5,6.31971673786458
1,27,6,8.08054241869019
1,27,7,9.20654088088798
1,27,8,10.8340505286148
1,27,9,12.5454566275843
1,28,1,2.19789610728874
1,28,2,3.60967376174421
1,28,3,5.27803322657878
1,28,4,6.71149054585706
1,28,5,8.7340476460404
1,28,6,9.90511893260359
1,28,7,11.6155872022529
1,28,8,13.6679209056834
1,28,9,15.2851812473605
1,29,1,3.48454777877382
1,29,2,5.87946847551727
1,29,3,7.56212553484874
1,29,4,9.79612975807566
1,29,5,11.1497994002726
1,29,6,13.4419784559838
1,29,7,15.5587659650304
1,29,8,17.712121352947
1,29,9,19.8291196100702
1,30,1,0.902473041649822
1,30,2,2.15225894150465
1,30,3,3.71406062543178
1,30,4,4.8664159634288
1,30,5,6.29457601695228
1,30,6,8.34515223825482
1,30,7,9.26981209693616
1,30,8,10.3985169601465
1,30,9,12.0768682700931
1,31,1,-0.666327449618602
1,31,2,0.437174223779818
1,31,3,1.55268852584734
1,31,4,1.8495887018475
1,31,5,3.49710347470009
1,31,6,4.38332830666865
1,31,7,4.91219804060616
1,31,8,6.10642590394632
1,31,9,7.0939942038301
1,32,1,2.14562722409688
1,32,2,3.69896070279969
1,32,3,6.18730358878431
1,32,4,7.60342205780144
